key;type;character;meaning;image;onyomi;kunyomi;important_reading;kana;level
k_盟;kanji;盟;alliance;;めい;;onyomi;;36
k_王;kanji;王;king;;おう;;onyomi;;2
k_肥;kanji;肥;obese;;ひ;こ, こえ;onyomi;;25
k_鯉;kanji;鯉;carp, koi;;り;こい;kunyomi;;53
k_出;kanji;出;exit;;しゅつ;で, だ;onyomi;;2
k_因;kanji;因;cause;;いん;よ;onyomi;;17
k_拝;kanji;拝;worship;;はい;おが;onyomi;;34
k_穀;kanji;穀;grain;;こく;;onyomi;;56
k_左;kanji;左;left;;さ;ひだり;onyomi;;2
k_惨;kanji;惨;disaster;;さん, ざん;みじ, いた, むご;onyomi;;53
k_本;kanji;本;book, origin, real, main;;ほん;もと;onyomi;;2
k_形;kanji;形;shape, form, appearance;;けい, ぎょう;かた, かたち;onyomi;;5
k_限;kanji;限;limit;;げん;かぎ;onyomi;;25
k_言;kanji;言;say;;げん, ごん;い, こと;onyomi;;5
k_凹;kanji;凹;concave, hollow;;おう;くぼ, へこ, ぼこ;onyomi;;57
k_里;kanji;里;hometown, village;;り;さと;kunyomi;;5
k_林;kanji;林;forest, grove;;りん;はやし;kunyomi;;5
k_沿;kanji;沿;run alongside;;えん;そ;onyomi;;34
k_乃;kanji;乃;from;;ない;すなわ, なんじ, の;onyomi;;52
k_田;kanji;田;rice paddy, rice field, field;;でん;た;kunyomi;;2
k_正;kanji;正;correct;;せい, しょう;ただ, まさ;onyomi;;2
k_玉;kanji;玉;ball;;ぎょく;たま;kunyomi;;2
k_姉;kanji;姉;older sister, big sister, elder sister;;し;お, あね, ねえ;onyomi;;6
k_製;kanji;製;manufacture;;せい;;onyomi;;24
k_薦;kanji;薦;recommend;;せん;すす;onyomi;;34
k_石;kanji;石;stone;;せき;いし;onyomi;;4
k_目;kanji;目;eye;;もく;め;kunyomi;;2
k_万;kanji;万;ten thousand;;まん, ばん;;onyomi;;3
k_立;kanji;立;stand;;りつ, りゅう;た;onyomi;;2
k_今;kanji;今;now;;こん;いま;onyomi;;3
k_久;kanji;久;long time;;きゅう, く;ひさ;onyomi;;32
k_元;kanji;元;origin;;げん, がん;もと;onyomi;;3
k_航;kanji;航;navigation;;こう;;onyomi;;29
k_籍;kanji;籍;enroll;;せき;;onyomi;;43
k_公;kanji;公;public;;こう;;onyomi;;3
k_内;kanji;内;inside, within;;ない;うち;onyomi;;3
k_分;kanji;分;part, minute, separate, understand;;ぶん, ふん, ぶ;わ;onyomi;;3
k_切;kanji;切;cut;;せつ;き;onyomi;;3
k_推;kanji;推;infer;;すい;お;onyomi;;34
k_束;kanji;束;bundle;;そく;たば;onyomi;;14
k_午;kanji;午;noon;;ご;;onyomi;;3
k_友;kanji;友;friend;;ゆう;とも;onyomi;;3
k_究;kanji;究;research;;きゅう;きわ;onyomi;;8
k_引;kanji;引;pull;;いん;ひ;kunyomi;;3
k_太;kanji;太;fat;;たい, た;ふと;onyomi;;3
k_少;kanji;少;few, a little;;しょう;すこ;onyomi;;3
k_心;kanji;心;heart;;しん;こころ;onyomi;;3
k_徴;kanji;徴;indication, sign;;ちょう;;onyomi;;26
k_父;kanji;父;father, dad;;ふ;ちち, とう;kunyomi;;3
k_牛;kanji;牛;cow;;ぎゅう;うし;onyomi;;3
k_菓;kanji;菓;cake;;か;;onyomi;;26
k_廷;kanji;廷;courts;;てい;;onyomi;;50
k_院;kanji;院;institution;;いん;;onyomi;;10
k_毛;kanji;毛;fur, hair;;もう;け;onyomi;;3
k_忍;kanji;忍;endure;;にん;しの;onyomi;;44
k_卓;kanji;卓;table;;たく;;onyomi;;45
k_霊;kanji;霊;ghost;;れい, りょう;;onyomi;;45
k_止;kanji;止;stop;;し;と, や;onyomi;;3
k_奏;kanji;奏;play music;;そう;かな;onyomi;;38
k_透;kanji;透;transparent;;とう;す;onyomi;;40
k_凶;kanji;凶;villain;;きょう;;onyomi;;45
k_滝;kanji;滝;waterfall;;;たき;kunyomi;;45
k_兄;kanji;兄;older brother, big brother, elder brother;;きょう;あに, にい;onyomi;;5
k_冬;kanji;冬;winter;;とう;ふゆ;kunyomi;;3
k_晴;kanji;晴;clear up;;せい;は;kunyomi;;15
k_跡;kanji;跡;traces;;せき;あと;onyomi;;37
k_秋;kanji;秋;autumn, fall;;;あき;kunyomi;;15
k_北;kanji;北;north;;ほく;きた;onyomi;;3
k_古;kanji;古;old;;こ;ふる;onyomi;;3
k_半;kanji;半;half;;はん;なか;onyomi;;3
k_台;kanji;台;machine;;だい, たい;;onyomi;;3
k_広;kanji;広;wide;;こう;ひろ;kunyomi;;3
k_外;kanji;外;outside;;がい;そと, はず;onyomi;;3
k_母;kanji;母;mother, mom;;ぼ;はは, かあ;kunyomi;;3
k_矢;kanji;矢;arrow;;し;や;kunyomi;;3
k_用;kanji;用;task, use;;よう;もち;onyomi;;3
k_悲;kanji;悲;sad;;ひ;かな;onyomi;;17
k_主;kanji;主;master, main;;しゅ;おも, ぬし;onyomi;;4
k_世;kanji;世;world, generation;;せ, せい;よ;onyomi;;4
k_依;kanji;依;reliant, dependent;;い;よ;onyomi;;36
k_踊;kanji;踊;dance;;よう;おど;kunyomi;;48
k_代;kanji;代;substitute, replace, period, age;;だい;か, かわ, しろ;onyomi;;4
k_他;kanji;他;other;;た;ほか;onyomi;;4
k_写;kanji;写;copy;;しゃ;うつ;onyomi;;4
k_館;kanji;館;public building;;かん;;onyomi;;13
k_号;kanji;号;number;;ごう;;onyomi;;4
k_平;kanji;平;flat, peace;;へい, ひょう, びょう;たいら, ひら;onyomi;;4
k_賛;kanji;賛;agree;;さん;;onyomi;;32
k_払;kanji;払;pay;;ふつ;はら;kunyomi;;35
k_皮;kanji;皮;skin;;ひ;かわ;onyomi;;5
k_打;kanji;打;hit;;だ;う, ぶ;onyomi;;4
k_氷;kanji;氷;ice;;ひょう;こおり;kunyomi;;4
k_河;kanji;河;river;;か;かわ;onyomi;;26
k_造;kanji;造;create;;ぞう;つく;onyomi;;26
k_笠;kanji;笠;conical hat;;;かさ;kunyomi;;44
k_礼;kanji;礼;thanks;;れい;;onyomi;;4
k_皿;kanji;皿;plate, dish;;;さら;kunyomi;;4
k_法;kanji;法;method, law;;ほう;;onyomi;;15
k_先;kanji;先;previous, ahead, past, former;;せん;さき, まず;onyomi;;4
k_税;kanji;税;tax;;ぜい;;onyomi;;21
k_幸;kanji;幸;happiness;;こう;しあわ, さいわ, さち;onyomi;;16
k_書;kanji;書;write, writing;;しょ;か;onyomi;;16
k_字;kanji;字;letter, character, symbol;;じ;;onyomi;;4
k_名;kanji;名;name, famous;;めい, みょう;な;onyomi;;4
k_句;kanji;句;paragraph;;く;;onyomi;;18
k_年;kanji;年;year;;ねん;とし;onyomi;;4
k_阪;kanji;阪;heights, slope;;はん;さか;onyomi;;16
k_株;kanji;株;stocks, shares;;しゅ;かぶ;kunyomi;;24
k_気;kanji;気;energy, spirit;;き, け;いき;onyomi;;4
k_振;kanji;振;shake, wave;;しん;ふ;onyomi;;26
k_察;kanji;察;guess;;さつ;;onyomi;;17
k_百;kanji;百;hundred;;ひゃく;もも;onyomi;;4
k_懐;kanji;懐;nostalgia;;かい;なつ;kunyomi;;30
k_村;kanji;村;village;;そん;むら;kunyomi;;4
k_糸;kanji;糸;thread;;し;いと;kunyomi;;4
k_汗;kanji;汗;sweat;;かん;あせ;kunyomi;;26
k_脳;kanji;脳;brain;;のう;;onyomi;;18
k_烈;kanji;烈;violent, intense;;れつ;はげ;onyomi;;29
k_翌;kanji;翌;the following, following, next;;よく;;onyomi;;30
k_男;kanji;男;man;;だん, なん;おとこ;onyomi;;4
k_町;kanji;町;town;;ちょう;まち;onyomi;;4
k_案;kanji;案;plan;;あん;;onyomi;;22
k_容;kanji;容;form, appearance, shape, figure;;よう;;onyomi;;19
k_昆;kanji;昆;descendants;;こん;;onyomi;;19
k_花;kanji;花;flower;;か, け;はな;kunyomi;;4
k_爆;kanji;爆;explode;;ばく;は;onyomi;;37
k_置;kanji;置;put;;ち;お;onyomi;;22
k_貝;kanji;貝;shellfish, shell;;;かい;kunyomi;;4
k_赤;kanji;赤;red;;せき;あか;kunyomi;;4
k_足;kanji;足;foot, leg, sufficient;;そく;あし, た;onyomi;;4
k_車;kanji;車;car;;しゃ;くるま;onyomi;;4
k_不;kanji;不;not;;ふ;;onyomi;;4
k_仕;kanji;仕;doing, do;;し;つか;onyomi;;4
k_夢;kanji;夢;dream;;む;ゆめ;onyomi;;20
k_尻;kanji;尻;butt, buttocks;;;しり;kunyomi;;20
k_交;kanji;交;mix, mingle;;こう;まじ, ま, か;onyomi;;5
k_廃;kanji;廃;obsolete;;はい;すた;onyomi;;36
k_会;kanji;会;meet;;かい;あ;onyomi;;5
k_光;kanji;光;sunlight, light;;こう;ひかり, ひか;onyomi;;5
k_荷;kanji;荷;luggage;;か;に;kunyomi;;16
k_同;kanji;同;same;;どう;おな;onyomi;;5
k_暖;kanji;暖;warm;;だん;あたた;onyomi;;32
k_補;kanji;補;supplement;;ほ;おぎな;onyomi;;25
k_回;kanji;回;times, revolve;;かい;まわ;onyomi;;5
k_当;kanji;当;correct, right, success;;とう;あ;onyomi;;5
k_多;kanji;多;many, much, lots of;;た;おお;onyomi;;5
k_毎;kanji;毎;every;;まい;ごと;onyomi;;5
k_粋;kanji;粋;stylish;;すい;いき;onyomi;;34
k_池;kanji;池;pond;;ち;いけ;onyomi;;8
k_考;kanji;考;think, consider;;こう;かんが;onyomi;;5
k_潮;kanji;潮;tide;;ちょう;しお;onyomi;;43
k_行;kanji;行;go;;こう, ぎょう;い, おこな, ゆ;onyomi;;5
k_自;kanji;自;self, oneself;;じ, し;;onyomi;;5
k_頃;kanji;頃;approximate;;;ころ, ごろ;kunyomi;;45
k_西;kanji;西;west;;せい, さい;にし;onyomi;;5
k_費;kanji;費;expense, cost;;ひ;つい;onyomi;;22
k_喜;kanji;喜;rejoice, delighted, pleased;;き;よろこ;onyomi;;17
k_作;kanji;作;make;;さく, さ;つく;onyomi;;5
k_府;kanji;府;government;;ふ;;onyomi;;16
k_独;kanji;独;alone;;どく;ひと;onyomi;;26
k_声;kanji;声;voice;;せい;こえ;kunyomi;;5
k_産;kanji;産;give birth, birth;;さん;う;onyomi;;20
k_売;kanji;売;sell;;ばい;う;onyomi;;9
k_崖;kanji;崖;cliff;;がい;がけ;onyomi;;47
k_弟;kanji;弟;younger brother, little brother;;だい, で, てい;おとうと;onyomi;;5
k_宗;kanji;宗;religion;;しゅう;;onyomi;;29
k_看;kanji;看;watch over;;かん;;onyomi;;23
k_衰;kanji;衰;decline;;すい;おとろ;onyomi;;49
k_来;kanji;来;come, next;;らい;く;onyomi;;5
k_社;kanji;社;company;;しゃ;やしろ;onyomi;;5
k_簡;kanji;簡;simplicity;;かん;;onyomi;;33
k_保;kanji;保;preserve, guarantee;;ほ;たも;onyomi;;9
k_角;kanji;角;angle, corner;;かく;かど, つの;onyomi;;5
k_琴;kanji;琴;harp;;;こと;kunyomi;;43
k_谷;kanji;谷;valley;;こく;たに;kunyomi;;5
k_走;kanji;走;run;;そう;はし;onyomi;;5
k_近;kanji;近;near, close;;きん, こん;ちか;onyomi;;5
k_往;kanji;往;depart;;おう;;onyomi;;26
k_麦;kanji;麦;wheat, barley, oats;;ばく;むぎ;kunyomi;;5
k_藤;kanji;藤;wisteria;;とう, どう;ふじ;kunyomi;;22
k_熟;kanji;熟;ripen;;じゅく;う;onyomi;;33
k_占;kanji;占;fortune, occupy;;せん;うらな, し;onyomi;;26
k_敏;kanji;敏;alert;;びん;;onyomi;;40
k_退;kanji;退;retreat, reject;;たい;しりぞ, ひ, ど, の;onyomi;;27
k_学;kanji;学;study, learn, learning;;がく;まな;onyomi;;5
k_金;kanji;金;gold;;きん;かね;onyomi;;5
k_腹;kanji;腹;belly, abdomen, stomach;;ふく;はら, なか;onyomi;;27
k_雨;kanji;雨;rain;;う;あめ, あま;kunyomi;;5
k_草;kanji;草;grass, weed;;そう;くさ;kunyomi;;5
k_青;kanji;青;blue;;せい, しょう;あお;onyomi;;5
k_企;kanji;企;plan;;き;くわだ;onyomi;;21
k_音;kanji;音;sound;;おん;おと, ね;onyomi;;5
k_模;kanji;模;imitation;;も, ぼ;;onyomi;;25
k_化;kanji;化;change;;か;ば;onyomi;;6
k_駆;kanji;駆;gallop;;く;か;kunyomi;;40
k_地;kanji;地;earth, ground;;ち, じ;;onyomi;;6
k_両;kanji;両;both;;りょう;;onyomi;;6
k_軌;kanji;軌;rut;;き;;onyomi;;50
k_芯;kanji;芯;wick;;しん;;onyomi;;47
k_弁;kanji;弁;dialect, speech;;べん;;onyomi;;16
k_全;kanji;全;all, whole;;ぜん;すべ, まった;onyomi;;6
k_向;kanji;向;yonder, facing;;こう;む;onyomi;;6
k_曲;kanji;曲;music, bend;;きょく;ま;onyomi;;6
k_州;kanji;州;state, province, county;;しゅう;;onyomi;;6
k_有;kanji;有;have;;ゆう, う;あ;onyomi;;6
k_任;kanji;任;duty;;にん;まか;onyomi;;21
k_豚;kanji;豚;pork, pig;;とん;ぶた;kunyomi;;26
k_次;kanji;次;next;;じ;つぎ;onyomi;;6
k_死;kanji;死;death;;し;し;onyomi;;6
k_麻;kanji;麻;hemp;;ま;あさ;onyomi;;48
k_国;kanji;国;country;;こく;くに;onyomi;;6
k_羊;kanji;羊;sheep;;よう;ひつじ;onyomi;;6
k_血;kanji;血;blood;;けつ;ち;onyomi;;6
k_夜;kanji;夜;night, evening;;や;よ, よる;onyomi;;6
k_京;kanji;京;capital;;きょう;みやこ;onyomi;;6
k_店;kanji;店;shop, store;;てん;みせ;onyomi;;6
k_妹;kanji;妹;younger sister, little sister;;まい;いもうと;onyomi;;6
k_域;kanji;域;region, boundary;;いき;;onyomi;;22
k_尽;kanji;尽;exhaust;;じん;つ;onyomi;;48
k_明;kanji;明;bright;;めい;あ, あか, あき;onyomi;;6
k_歩;kanji;歩;walk;;ほ;ある, あゆ;onyomi;;6
k_東;kanji;東;east;;とう;ひがし;onyomi;;6
k_画;kanji;画;drawing, picture, painting;;が, かく;;onyomi;;6
k_直;kanji;直;fix, direct;;ちょく, じき;なお;onyomi;;6
k_吾;kanji;吾;i, me;;ご;わが;kunyomi;;46
k_介;kanji;介;jammed in;;かい;;onyomi;;35
k_義;kanji;義;righteousness;;ぎ;;onyomi;;21
k_政;kanji;政;politics, government;;せい;;onyomi;;16
k_柔;kanji;柔;gentle;;じゅう, にゅう;やわ;onyomi;;43
k_将;kanji;将;commander;;しょう;;onyomi;;36
k_知;kanji;知;know;;ち;し;onyomi;;6
k_長;kanji;長;long, leader;;ちょう;なが;onyomi;;6
k_丘;kanji;丘;hill;;きゅう;おか;onyomi;;44
k_常;kanji;常;ordinary, normal, usual;;じょう;つね;onyomi;;17
k_前;kanji;前;front, before;;ぜん;まえ;onyomi;;6
k_刑;kanji;刑;punish;;けい;;onyomi;;37
k_底;kanji;底;bottom;;てい;そこ;kunyomi;;17
k_也;kanji;也;considerably;;や;なり;kunyomi;;45
k_室;kanji;室;room;;しつ;;onyomi;;6
k_央;kanji;央;center, centre;;おう;;onyomi;;4
k_南;kanji;南;south;;なん;みなみ;onyomi;;6
k_憩;kanji;憩;rest;;けい;いこ;onyomi;;47
k_販;kanji;販;sell;;はん;;onyomi;;24
k_馬;kanji;馬;horse;;ば;うま;onyomi;;8
k_塾;kanji;塾;cram school;;じゅく;;onyomi;;45
k_思;kanji;思;think, thought;;し;おも;onyomi;;6
k_準;kanji;準;standard;;じゅん;;onyomi;;23
k_威;kanji;威;majesty;;い;;onyomi;;43
k_溝;kanji;溝;gutter;;こう;みぞ;onyomi;;45
k_釣;kanji;釣;fishing;;ちょう;つ;kunyomi;;44
k_活;kanji;活;lively;;かつ;い;onyomi;;6
k_点;kanji;点;point, decimal, decimal point;;てん;つ;onyomi;;6
k_海;kanji;海;sea, ocean;;かい;うみ;onyomi;;6
k_茶;kanji;茶;tea;;ちゃ, さ;;onyomi;;6
k_科;kanji;科;course, science, department;;か;;onyomi;;6
k_織;kanji;織;weave;;しき, しょく;お;onyomi;;27
k_食;kanji;食;eat, meal;;しょく;た, く;onyomi;;6
k_首;kanji;首;neck;;しゅ;くび;kunyomi;;6
k_欠;kanji;欠;lack;;けつ;か;onyomi;;7
k_観;kanji;観;view;;かん;み;onyomi;;22
k_幻;kanji;幻;illusion;;げん;まぼろし;onyomi;;17
k_奈;kanji;奈;nara;;な;;onyomi;;36
k_氏;kanji;氏;family name, last name, surname;;し;うじ;onyomi;;7
k_訓;kanji;訓;instruction;;くん;よ;onyomi;;18
k_札;kanji;札;bill, tag, label, note;;さつ;ふだ;onyomi;;7
k_由;kanji;由;reason;;ゆう;よし, よ;onyomi;;7
k_貸;kanji;貸;lend;;たい;か;kunyomi;;27
k_辺;kanji;辺;area;;へん;あた, べ;onyomi;;7
k_民;kanji;民;peoples, people, nation;;みん;たみ;onyomi;;7
k_付;kanji;付;attach;;ふ;つ;kunyomi;;7
k_削;kanji;削;whittle down;;さく;けず;onyomi;;37
k_伺;kanji;伺;pay respects;;し;うかが;kunyomi;;41
k_失;kanji;失;fault;;しつ;うしな;onyomi;;7
k_以;kanji;以;from, since, compared with, with, by means of;;い;;onyomi;;7
k_再;kanji;再;again;;さ, さい;ふたた;onyomi;;26
k_必;kanji;必;certain;;ひつ;かなら;onyomi;;7
k_張;kanji;張;stretch;;ちょう;は;onyomi;;23
k_誕;kanji;誕;birth;;たん;;onyomi;;22
k_扱;kanji;扱;handle;;きゅう;あつか;kunyomi;;38
k_未;kanji;未;not yet;;み;ま, いま, ひつじ;onyomi;;7
k_迷;kanji;迷;astray, lost;;めい;まよ;onyomi;;27
k_末;kanji;末;end;;まつ;すえ;onyomi;;7
k_稼;kanji;稼;earnings;;か;かせ;onyomi;;45
k_惑;kanji;惑;misguided;;わく;まど;onyomi;;27
k_潤;kanji;潤;watered;;じゅん;うるお, うる;onyomi;;49
k_渇;kanji;渇;thirst;;かつ;かわ;kunyomi;;30
k_郵;kanji;郵;mail;;ゆう;;onyomi;;26
k_視;kanji;視;look at;;し;み;onyomi;;24
k_諮;kanji;諮;consult;;し;はか;onyomi;;50
k_歳;kanji;歳;years old;;さい, せい;;onyomi;;46
k_若;kanji;若;young;;じゃく;わか, も;kunyomi;;19
k_備;kanji;備;provide, equip;;び;そな;onyomi;;23
k_校;kanji;校;school;;こう;;onyomi;;7
k_街;kanji;街;street;;がい, かい;まち;onyomi;;29
k_夏;kanji;夏;summer;;げ, か, が;なつ;kunyomi;;7
k_詞;kanji;詞;part of speech, speech particle, particle of speech, grammar particle;;し;;onyomi;;19
k_眼;kanji;眼;eyeball;;がん;め;onyomi;;32
k_堅;kanji;堅;solid;;けん;かた;kunyomi;;42
k_忙;kanji;忙;busy;;ぼう;いそが;onyomi;;19
k_団;kanji;団;group;;だん, とん;;onyomi;;19
k_履;kanji;履;boots;;り;は;onyomi;;19
k_家;kanji;家;house, home;;か, け;いえ, や, うち;onyomi;;7
k_煮;kanji;煮;boil;;しゃ;に;kunyomi;;49
k_芝;kanji;芝;lawn;;し;しば;kunyomi;;42
k_弱;kanji;弱;weak;;じゃく;よわ;onyomi;;7
k_班;kanji;班;squad;;はん;;onyomi;;48
k_時;kanji;時;time, o'clock, hour;;じ;とき;onyomi;;7
k_租;kanji;租;tariff;;そ;;onyomi;;46
k_紙;kanji;紙;paper;;し;かみ;kunyomi;;7
k_坊;kanji;坊;monk;;ぼう;;onyomi;;22
k_記;kanji;記;write down, record;;き;しる;onyomi;;7
k_奮;kanji;奮;stirred up;;ふん;ふる;onyomi;;50
k_営;kanji;営;manage;;えい;いとな;onyomi;;22
k_通;kanji;通;pass through;;つう;とお, かよ;onyomi;;7
k_高;kanji;高;tall, expensive, high;;こう;たか;onyomi;;7
k_教;kanji;教;teach;;きょう;おし, おそ;onyomi;;7
k_強;kanji;強;strong, strength;;きょう;つよ;onyomi;;7
k_理;kanji;理;reason;;り;ことわり;onyomi;;7
k_枯;kanji;枯;wither;;こ;か;onyomi;;51
k_暮;kanji;暮;livelihood;;ぼ;く;onyomi;;33
k_組;kanji;組;group, association, team;;そ;くみ;onyomi;;7
k_船;kanji;船;boat, ship;;せん;ふね;onyomi;;7
k_逮;kanji;逮;apprehend;;たい;;onyomi;;25
k_雪;kanji;雪;snow;;せつ;ゆき;kunyomi;;7
k_週;kanji;週;week;;しゅう;;onyomi;;7
k_虎;kanji;虎;tiger;;こ;とら;kunyomi;;41
k_泡;kanji;泡;bubbles;;ほう;あわ;onyomi;;46
k_就;kanji;就;settle in;;しゅう;つ;onyomi;;27
k_殖;kanji;殖;multiply;;しょく;ふ;onyomi;;40
k_黄;kanji;黄;yellow;;おう;き;kunyomi;;7
k_鳥;kanji;鳥;bird;;ちょう;とり;onyomi;;7
k_換;kanji;換;exchange;;かん;か;onyomi;;36
k_枢;kanji;枢;hinge;;すう;からくり;onyomi;;42
k_黒;kanji;黒;black;;こく;くろ;onyomi;;7
k_油;kanji;油;oil;;ゆ;あぶら;onyomi;;35
k_菜;kanji;菜;vegetable;;さい;な;onyomi;;31
k_住;kanji;住;dwelling, reside, dwell;;じゅう;す;onyomi;;8
k_支;kanji;支;support, branch;;し;ささ;onyomi;;8
k_析;kanji;析;analysis;;せき;;onyomi;;42
k_繁;kanji;繁;overgrown;;はん;しげ;onyomi;;40
k_助;kanji;助;help;;じょ;たす, すけ;onyomi;;8
k_旨;kanji;旨;point, delicious;;し;うま, むね;onyomi;;43
k_医;kanji;医;medicine;;い;;onyomi;;8
k_離;kanji;離;detach;;り;はな;onyomi;;31
k_討;kanji;討;chastise;;とう;;onyomi;;26
k_君;kanji;君;buddy;;くん;きみ;onyomi;;8
k_給;kanji;給;salary;;きゅう;たま;onyomi;;27
k_源;kanji;源;origin;;げん;みなもと;onyomi;;34
k_役;kanji;役;service, duty;;やく;;onyomi;;8
k_対;kanji;対;versus, opposite;;たい;;onyomi;;8
k_局;kanji;局;bureau, department;;きょく;;onyomi;;8
k_投;kanji;投;throw;;とう;な;onyomi;;8
k_酸;kanji;酸;acid;;さん;す;onyomi;;32
k_決;kanji;決;decide, decision;;けつ;き;onyomi;;8
k_押;kanji;押;push;;おう;お;kunyomi;;30
k_武;kanji;武;military;;ぶ, む;たけ;onyomi;;24
k_華;kanji;華;showy, flower, gorgeous;;か;はな;onyomi;;31
k_励;kanji;励;encourage;;れい;はげ;onyomi;;26
k_滋;kanji;滋;nourishing;;じ;;onyomi;;43
k_艦;kanji;艦;warship;;かん;;onyomi;;41
k_場;kanji;場;location, place;;じょう;ば;onyomi;;8
k_昇;kanji;昇;ascend;;しょう;のぼ;onyomi;;27
k_従;kanji;従;obey, accompany, follow;;じゅう;したが;onyomi;;26
k_駒;kanji;駒;chess piece;;く;こま;kunyomi;;49
k_刻;kanji;刻;carve;;こく;きざ;onyomi;;34
k_報;kanji;報;news, report;;ほう;むく;onyomi;;18
k_朝;kanji;朝;morning;;ちょう;あさ;kunyomi;;8
k_祈;kanji;祈;pray;;き;いの;onyomi;;18
k_憲;kanji;憲;constitution;;けん;;onyomi;;28
k_侵;kanji;侵;invade;;しん;おか;onyomi;;41
k_衆;kanji;衆;populace;;しゅう;;onyomi;;28
k_側;kanji;側;side;;そく;がわ, そば;kunyomi;;17
k_獣;kanji;獣;beast, animal;;じゅう;けもの;onyomi;;26
k_概;kanji;概;approximation;;がい;おおむ;onyomi;;49
k_留;kanji;留;detain;;る, りゅう;と;onyomi;;16
k_等;kanji;等;equal;;とう;ひと, など;onyomi;;18
k_汽;kanji;汽;steam;;き;;onyomi;;18
k_借;kanji;借;borrow;;しゃく;か;onyomi;;18
k_障;kanji;障;hinder;;しょう;さわ;onyomi;;26
k_賂;kanji;賂;bribe;;ろ;;onyomi;;38
k_症;kanji;症;symptom;;しょう;;onyomi;;27
k_棄;kanji;棄;abandon;;き;;onyomi;;41
k_鬱;kanji;鬱;gloom;;うつ;;onyomi;;50
k_粒;kanji;粒;grains;;りゅう;つぶ;onyomi;;44
k_禅;kanji;禅;zen, zen buddhism;;ぜん;;onyomi;;18
k_紫;kanji;紫;purple;;し;むらさき;onyomi;;49
k_応;kanji;応;respond;;おう;;onyomi;;22
k_締;kanji;締;tighten;;てい;し;onyomi;;27
k_番;kanji;番;number in a series, turn, ordinal number;;ばん;;onyomi;;8
k_叱;kanji;叱;scold;;;しか;kunyomi;;44
k_鋭;kanji;鋭;sharp;;えい;するど;onyomi;;40
k_迫;kanji;迫;urge, compel, coerce;;はく;せま;onyomi;;27
k_療;kanji;療;heal;;りょう;;onyomi;;36
k_索;kanji;索;search;;さく;;onyomi;;29
k_靴;kanji;靴;shoes;;か;くつ;kunyomi;;27
k_磁;kanji;磁;magnet;;じ;;onyomi;;34
k_妊;kanji;妊;pregnant;;にん;;onyomi;;38
k_答;kanji;答;answer, response, reply;;とう;こた;kunyomi;;8
k_臨;kanji;臨;look to;;りん;のぞ;onyomi;;37
k_遂;kanji;遂;accomplish;;すい;と, つい;onyomi;;48
k_垣;kanji;垣;hedge, fence;;;かき;kunyomi;;43
k_舟;kanji;舟;boat;;しゅう;ふね, ふな;kunyomi;;45
k_絵;kanji;絵;drawing, painting;;え;;onyomi;;8
k_紹;kanji;紹;introduce;;しょう;;onyomi;;35
k_殴;kanji;殴;assault;;おう;なぐ;onyomi;;48
k_井;kanji;井;well;;しょう;い;onyomi;;45
k_耐;kanji;耐;resistant;;たい;た;onyomi;;48
k_阻;kanji;阻;thwart;;そ;はば;onyomi;;46
k_買;kanji;買;buy;;ばい;か;kunyomi;;8
k_銅;kanji;銅;copper;;どう;あかがね;onyomi;;35
k_禁;kanji;禁;prohibit, prohibition;;きん;;onyomi;;18
k_道;kanji;道;road, street, path, way;;どう;みち;onyomi;;8
k_蒸;kanji;蒸;steam;;じょう;む;onyomi;;33
k_革;kanji;革;leather;;かく;かわ;onyomi;;23
k_党;kanji;党;party, group;;とう;;onyomi;;32
k_譲;kanji;譲;defer;;じょう;ゆず;onyomi;;39
k_喫;kanji;喫;consume;;きつ;の;onyomi;;18
k_総;kanji;総;whole;;そう;;onyomi;;21
k_謀;kanji;謀;conspire;;ぼう;はか;onyomi;;49
k_摘;kanji;摘;pluck;;てき;つ;onyomi;;36
k_純;kanji;純;pure;;じゅん;;onyomi;;34
k_猿;kanji;猿;monkey;;えん;さる;kunyomi;;46
k_淀;kanji;淀;eddy;;;よど;kunyomi;;50
k_厳;kanji;厳;strict;;げん, ごん;きび, おごそ;onyomi;;32
k_雲;kanji;雲;cloud;;うん;くも;kunyomi;;8
k_楽;kanji;楽;comfort, ease, pleasure;;らく, がく;たの;onyomi;;8
k_堀;kanji;堀;ditch;;くつ;ほり;kunyomi;;40
k_菊;kanji;菊;chrysanthemum;;きく;;onyomi;;46
k_話;kanji;話;talk, speak;;わ;はな, はなし;onyomi;;8
k_飢;kanji;飢;starve;;き;う;onyomi;;48
k_牙;kanji;牙;fang, tusk;;げ, が;きば;onyomi;;36
k_斉;kanji;斉;simultaneous;;せい, さい;;onyomi;;43
k_彫;kanji;彫;carve;;ちょう;ほ;onyomi;;35
k_過;kanji;過;surpass;;か;す, あやま;onyomi;;22
k_所;kanji;所;place;;しょ;ところ;onyomi;;8
k_針;kanji;針;needle;;しん;はり;onyomi;;26
k_健;kanji;健;healthy;;けん;;onyomi;;27
k_拳;kanji;拳;fist;;けん, げん;こぶし;onyomi;;41
k_康;kanji;康;ease, peace;;こう;;onyomi;;27
k_縮;kanji;縮;shrink;;しゅく;ちぢ, ちじ;onyomi;;34
k_証;kanji;証;evidence, proof;;しょう;あかし;onyomi;;16
k_郎;kanji;郎;guy;;ろう;;onyomi;;27
k_使;kanji;使;use;;し;つか;onyomi;;9
